Sparrow's Nest Community Garden,Greenbelt Native Plant Center,First Temple Of David,Bronx River Parkway.Park,Samuel N. Bennerson 2nd Playground,Pleasant Park Garden
CS 134 Community Improvement Garden,Cs 134 Comm Improvement Garden,Brooklyn Bears Rockwell Pl Garden,Paerdegat Basin Park,Castle Hill Park,St. Nicholas - Olive St. Garden
Bath Beach Playground,Clove Lakes Park,Francis Lewis Park,Crescent Beach.Park,Crescent Beach Park,Crescent Beach Park Addition
Gustave Hartman Square,Stuyvesant Square Park,Stuyvesant Square,I.L. Peretz Square Park,Earth People Garden,CEP Community Garden
Seeley Street Park,Alley Park,Madison St Block Assoc Garden,Sunflower Garden,Kosciusko Street Park,West 186th Basketball Court
Sherry Park,Hillside Dog Park,Underbridge Dog Run,Corlears Hook Park,Tribeca Dog Run,Williamsbridge Oval
George Washington Carver Botanical Garden,Frank White Memorial Garden,100 Quincy Street Community Garden,River Garden,Hattie Carthan Garden,Hattie Carthan Herb Farm
Hammarskjold Plaza Park,Oxford,Cbs,Salomon Smith Barney,River Tower,Libya House
Hero Park,Beach Street Park/Tribeca Park,Major John W. Mark Park,Canal Park,Marcy Green Center,Dr. Ronald McNair Park
Yellowstone Park,Yellowstone Park,Liotti Ikefugi Playground,Field Of Dreams Park,Alexander Hamilton Square.Park,Kaltenmeier Playground
"254 EAST 68 STREET, New York, NY 10065","265 EAST 66 STREET, New York, NY 10065",Newbury,Murray Hill House,"45 EAST 89 STREET, New York, NY 10128",Windsor
Franklin D Roosevelt Four Freedoms Park,Peter Minuit Plaza/Battery Pk,The Battery,Valentino Pier,Bowling Green Park,Lighthouse Park
De Colores Community Yard and Cultural Center,De Colores Cmty Yard & Ctr Gar,Demera/Santiago Garden,TRUCE Garden,Truce Garden,Corona Mac Park
Callahan-Kelly Playground,Police Officer Nicholas Demutiis Park,Alexander Hamilton Square.Park,Highland Park,Astoria Houses Playground,Ravenswood Playground
Sutton Place Park,Ralph Demarco Park,East River,East River Esplanade,Lower East Side Ecology Center,Stanley Isaacs Playground
Flushing Meadows Corona Park,Flushing Meadows Park,Flushing Meadow Corona Park,Flushing Meadows/Corona Park,Van Wyck Playground,Creedmoor Farm Park
Transmitter Park,Transmitter Park,Greenpoint Park,Highbridge Park,Queensbridge.Park,Queensbridge Park
United Community Center Garden,United Community Centers - E New York Farms Project,United Community Centers Youth Farm,Greene Av United Neighbors Association Inc,United Community Center Garden,Gregory's Garden
citizenM Bowery,Two Gold,"585 EIGHTH AVENUE, New York, NY 10018","33 BEEKMAN STREET, New York, NY 10038","130 WILLIAM STREET, New York, NY 10038","425 FIFTH AVENUE, New York, NY 10016"
Undeveloped Garden,Church Triangle,Brooklyn Academy Of Music,Pier 1,Corona Taxpayers Association,The High Line
St Gregory's Park,Youth Village Park,Franklin Memorial Garden,Franklin Memoral Garden,Thomas J Cutie Park,Thomas J. Cuite Park
Blue Heron Park (R119),Blue Heron Park (R119),Forest Park,Arden Heights Woods Park,Riverdale Park,Riverdale Park Addition
Demera/Santiago Garden,400 Montauk Av Block Assn,Elton St Block Assoc Garden,St Marks Block Assoc Garden,De Colores Community Yard and Cultural Center,De Colores Cmty Yard & Ctr Gar
Tudor Grove Playground,Spencer St Block Association,Our Little Green Acre/Garden 8,Java Garden,Grand Canal Court Park,Victory Garden's Group
Firemen's Memorial Garden,Harding Park,Fiorello La Guardia Park,Greenthumb Garden,Green Valley Garden,Preston Community Garden
Queens Communication Office,Vernon Tandt Block Association,Daly Ave Garden,Garden Party,W 87th Street Garden,W 104th Street Garden
Joseph P Addabbo Memorial Park,Tudor Park,Hines Park,Bealin Square Seth Low Plgd,Seth Low Playground/ Bealin Square,Lozada Playground
Lausanne,"353 EAST 83 STREET, New York, NY 10028","800 THIRD AVENUE, New York, NY 10022","950 THIRD AVENUE, New York, NY 10022",Newbury,"265 EAST 66 STREET, New York, NY 10065"
St. John Cantius Parish,The Big Park,Beach 30th Street Playground,Damrosch Park,Brooklyn Children's Museum,117th St Community Garden
Pier 4 Park,Crescent Beach Park,Crescent Beach.Park,Crescent Beach Park Addition,Franklin D Roosevelt Four Freedoms Park,Queensbridge.Park
WNYC Transmitter Park,WNYC Transmitter Park,Greenpoint Park,Highbridge Park,Queensbridge.Park,Queensbridge Park
Bronx River Parkwaypark,Bronx River Houses Playground,Paerdegat Basin Park,St Nicholas-Olive St Garden,St. Nicholas - Olive St. Garden,A Better Community Garden
Harvey Park,Fresh Meodows Park,Fresh Meadows Park,MacDonald Park,Abingdon Square.Park,McKinley Park
Positive Seeds of Life Garden,Latham Park,Tratman Playground,Blake Hobbs Playground,Peck Slip Park,B.C.C.A. Mini-park and Garden
Isabahlia Community Garden,Fox Park,Carter G. Woodson Children's Park,Fishbridge Garden,Clifton Pl Memorial Park and Garden,William B. Washington Memorial Garden
Deutsche Bank,Cbs,Salomon Smith Barney,One Lincoln Plaza,Sheffield,World Apparel Center
Riverside Park South,Shore Road Park,Joseph Rodman Drake Park,Trump Riverside South Project,Centro Cultural Garden,Wave H/Perkins Botanical Grdns
Edgecombe Park,La Perla Garden,Motor Parkway,Jerome Park,Triborough Bridge Approach,Model T Senior Citizen's Garden
Gen. Douglas Macarthur Park,Barrier Playground,Hudson River Park,Hudson Park,Broad Channel Park,Gorman Playground
Bedford Green Park,First Temple Of David Park,Lincoln Rd Block Association,Squibb Park,Harlem Valley Garden,Nolan Park
Two Penn Plaza/Madison Square Garden,Toulaine,Concorde,Demera/Santiago Garden,West 111th St. People's Garden,Rivercourt
"51 ASTOR PLACE, New York, NY 10003","130 WILLIAM STREET, New York, NY 10038","15 CLIFF STREET, New York, NY 10038",Verizon Building,citizenM Bowery,Two Gold
Victory Garden's Group,Southern Pkwy,Rev. Linnette C Williamson Memorial Park,All People's Church of the Apostolic Faith Community Garden,Tudor Grove Playground,Mcdonald Square Park
Colucci Playground,West 4th Street Courts,Dome Playground,Hoyt Playground,P.O. Reinaldo Salgado Playground,Peoples Park Exchange
Trinity Park,Lemon Creek Park,Bushwick Inlet Park,Shore Road Park,Brooklyn Bears Rockwell Pl Garden,Amersfort Park
Rockaway Beach Boulevard,Lincoln Rd Block Association,Herbal Garden,Harlem Valley Garden,Nolan Park,Townsend Garden
Barretto Point Park,Bryant Hill Garden,Graniteville Quarry State Park,Graniteville Quarry.Park,Eae J Mitchell Park,Playground One Thirty Four CXXXIV
"111 EAST 85 STREET, New York, NY 10028",Mill Rock Plaza,1 Dag Hammarskjold Plaza,Marlborough,River Tower,Carlton Park
First Temple Of David,Bayswater,Alice Kornegay Triangle,Sparrow's Nest Community Garden,TLC Sculpture Park.Garden,Livonia Park
Macombs Dam Park,LaTourette Park & Golf Course,La Tourette Park,La Tourette Park R-13,Latourette Park/S.I. Hist Soc,Dyker Beach Park
West Playground,Beach 30th Street Playground,Grover Cleveland Playground,St Vartan Park,St. Vartan Park,Mahoney Playground
Cypress Hills Change Garden,Minetta Green Park,Neighborhood Community Garden,Peachtree Garden,Wood Park,Windmill Community Garden
Paerdegat Park,Corlears Hook Park,Crotona Park,Evergreen/Siedenburg Park,Steuben Playground,Andrew Haswell Green Park
1211 Avenue of the Americas,"40 WEST 57 STREET, New York, NY 10019",PaineWebber,Millennium Broadway,Le Parker Meridien Hotel,"1301 SIXTH AVENUE, New York, NY 10019"
Greenpoint Park,Highbridge Park,Queensbridge Park,Queensbridge.Park,Bushwick Inlet Park,East River Esplanade
"590 MADISON AVENUE, New York, NY 10022",Trump Tower,Sony,"875 THIRD AVENUE, New York, NY 10022","650 FIFTH AVENUE, New York, NY 10019","575 FIFTH AVENUE, New York, NY 10017"
PS 166 Playground,El Jardin Del Paraiso Park,El Jardin De Paraiso Park,Pirates Cove Garden,117th St Community Garden,Change Garden
Herbal Garden,Rockaway Beach Boulevard,Is318/Project Roots Garden,First Temple Of David Park,Sumpter Community Garden,Sound View Park
"55 WATER STREET, New York, NY 10041",Barclays Bank,"59 MAIDEN LANE, New York, NY 10038",Financial Square,Millenium Hilton Hotel,2 New York Plaza
Fd Roosevelt Boarkwalk & Beach,Silver Lake Park,Laguardia Landing Lights Park,Harding Park,Livonia Park,Jerome Gardens
Acqueduct Lands,John Paul Jones Park,Cuyler Gore Park,Cuyler Gore Garden,Van Voorhees Park,Dugan Playground
Ozone Playground,W 104th Street Garden,President Street Garden,Mcdonald Square Park,Vinegar Hill Community Garden,Sunset Park
IS 2 Playground/Ballfield,IS 2 Playground/Ballfield,Bloomingdale Park,Frances Hamburger Sternberg Pk,Brookfield Park,Willowbrook Park
Pirates Cove Garden,P.S. 186 Day Treatment Program,Beach 17 Playground,Graniteville Swamp Park,Norelli Hargreaves Plgd,Garden Of Happiness Addition
Farmers Garden,Sunflower Garden,Harlem Lane Playground,Madison St Block Assoc Garden,Sunshine Community Garden,Garden Of Love
South St Seaport/Burling Slip,Henry A Whalen Park,Mother Cabrini Park,Railroad Playground,Freedom Square,Abraham Lincoln Playground
Summit Avenue Park,Howard Av Block Association,Harding Park,East Promenade,One Room Schoolhouse Park,Silver Lake Park
Crowley Playground,Sara D. Roosevelt Park,Sara D. Roosevelt Parkway Plgd,Sara D Roosevelt Park,Roy Wilkins Recreation Center,St James Square Park
Walton Ave Ab Park,Norelli Hargreaves Plgd,West 4th Street Courts,Dr. Ronald E. McNair Playground,Mcnair Park,Montbellier Park
Tudor Park,Tudor Park,Hines Park,Seth Low Playground/ Bealin Square,Bealin Square Seth Low Plgd,Lozada Playground
Humacao Community Garden,Corona Mac Park,W. 111th St. Harlem Garden,Graham Square Park,TRUCE Garden,Truce Garden
Jackson Forest Comm Garden,Dias Y Flores,Carter G Woodson Childrens Pk,Madison Community Greenthumb,Prophecy Garden,Madison St Block Assoc Garden
Rainey Park,Franklin D Roosevelt Four Freedoms Park,Hope Ballfield,Valentino Pier,De Witt Clinton Park,James J Walker Park
Quarry Road Ballfields Park,Big Bush Playground,Woodland Memorial Park,Bicentennial Veterans Memorial Park,Bicentennial Veterans Park Add,Throgs Neck Park
"825 THIRD AVENUE, New York, NY 10022","919 THIRD AVENUE, New York, NY 10022",Delegate,"45 EAST 89 STREET, New York, NY 10128",Wellington Estates,Newbury
Powells Cove Park Addition,Brookville Park,Canal Park,Shore Road Park,Highbridge Park,Dubos Point Wildlife Sanctuary
Hammock Grove,Staten Island Historic House,El Batey Borincano Garden,Hendrick I Lott House,CEP Community Garden,Earth People Garden
"200 EAST 90 STREET, New York, NY 10128",Adams Tower,Lincoln Plaza Towers,Plaza 400,"353 EAST 83 STREET, New York, NY 10028",Carnegie Towers
Castle Hill Houses Playground,Alexander Hamilton Square.Park,Leif Ericson Park,Leif Ericson Playground,Leif Ericson Park & Square,Liotti Ikefugi Playground
Shore Park and Parkway,Sutton Place Park,BSCAH Urban Farm,Ogden Plimpton Playground,Carl Schurz Park,Bayview Terrace Park   R-137
1 Dag Hammarskjold Plaza,Marlborough,River Tower,Revere,Mill Rock Plaza,"111 EAST 85 STREET, New York, NY 10028"
John Jay Park,Hamilton Fish Park,Roy Wilkins Southern Qns.Park,Roy Wilkins-Southern Qns Park,Roy Wilkins-Southern Qns. Park,Marcy Playground
Paladin,Future,Bristol,Corniche,Park Avenue Tower,New York Helmsley Hotel
Toulaine,One Sherman Square,"58 WEST 58 STREET, New York, NY 10019",Gloucester,Colonnade,Nevada Towers
PS 179/Holy Cow Playground,Osborn Playground,Elmhurst/Veterans Grove Park,Joseph P Addabbo Memorial Park,Tudor Park,Nelson Avenue Waterfront Park
Reinhard E Kaltenmeier Plgd,Kaltenmeier Playground,Liotti Ikefugi Playground,Stephen A Rudd Playground,Frank Frontera Park,Alexander Hamilton Square.Park
Nehemiah Park,Marcy Green Center,Middle Village Playground,Catherine Turner Richardson Pk,Fresh Meadows Park,Fresh Meodows Park
Granite St Block Association,One Room Schoolhouse Park,East Promenade,Moffat Garden,6th St & Ave B Comm Garden,Samuel H Young Park
Garden Of Life,Cedar Tree Garden,Kennedy Playground,Jerome Park/Harris Park Annex,Fd Roosevelt Boardwalk & Beach,Macombs Road Park
Highland Park Childrens Garden,Community Park,Padre Plaza,Padre Plaza Garden,La Isla Garden,Leave It Better Kids' Garden
Orchard Alley Garden,Ponderosa Garden,Samuel N. Bennerson 2nd Playground,Fd Roosevelt Broadwalk & Beach,Bayswater,Taylor-Soundview Block Assoc. Garden
Brooklyn Botanical Gardens,Sterling Comm Group Garden,Brooklyn Botanical Gardens,Manley's Place Garden,Garden,Garden Beautiful
"211 EAST 70 STREET, New York, NY 10021",Park Regis,Churchill,St. Luke's-Roosevelt Hospital Center,Kenilworth,"1850 SECOND AVENUE, New York, NY 10128"
United We Stand Garden,Townsend Garden,61 Franklin St Garden,97th Street Block Association,Sound View Park,Harlem Valley Garden
Mount Eden Housing,Public Place,Gowanus Houses Playground,The High Line/Ems Station 7,Bronx Communication Office,Mw United Orient Grand Lodge
Cbs,Deutsche Bank,New York by Gehry,Saatchi & Saatchi,River Tower,Sheffield
Our Little Green Acre/Garden 8,Halsey and Ralph Garden,Spencer St Block Association,Java Garden,Grand Canal Court Park,Tudor Grove Playground
London Planetree Playground,Fairmount Playground,Bryan Park,Bryant Hill Garden,Earth Spirit Garden,Delury Square Park
Sherman Creek Wetlands,Sherman Creek Wetlands,The High Line/Ems Station 7,Sara D Roosevelt Park,Sara D. Roosevelt Park,Sara D. Roosevelt Parkway Plgd
Red Gate Garden,Libertad Urban Farm,Livonia Park,B.C.C.A. Mini-park and Garden,Blake Hobbs Playground,Union Square Park
Garden Party,Vinegar Hill Community Garden,Concerned Residents of Montauk Avenue,East End Community Garden,Garden Of Love,Dias Y Flores
Squibb Park,Bedford Green Park,First Temple Of David Park,West 104th Street Garden,Lincoln Rd Block Association,Sumpter Community Garden
Glenwood Landing,Java Garden,Alley Park,Garden Of Love,President Street Garden,Vogue Garden
General Hart Playground,Goodhue Park,Moffat Garden,Atkins Gardeners,Elton St Block Association,Leif Ericson Drive Park
Powell Street Livonia Garden,East End Community Garden,Vinegar Hill Community Garden,Vernon Tandt Block Association,Harlem River Driveway Garden,Kosciusko Street Park
Bicentennial Veterans Memorial Park,Throgs Neck Park,Bicentennial Veterans Park Add,Woodland Memorial Park,Quarry Road Ballfields Park,Noble Playground
W. 111th St. Harlem Garden,Latinos Unidos Garden,Pleasant Village Community Pk,Pleasant Village Community Garden,Demera/Santiago Garden,Diamante Garden
Fd Roosevelt Boardwald & Beach,TLC Sculpture Park.Garden,Ida Court,College Point Industrial Park,Bradhurst Ave Garden,Greenbelt Native Plant Center
Erasmus Hall H.S Athletic Faci,Jhs 145 & Playground (Jop),Henry Garnet Garden,PS 14 & Stapleton HSes Playgd,Marine Park/Jhs 278-K,E N Y Vocational HS Plgd
Rev George Warren Hinton Park,Isham Park,Heritage Park,Herbert Von King Park,Westerleigh Park,Frank Golden Memorial Park
Corporal John A. Seravalli Playground,White Park,Vesuvio Playground,Bleecker Playground,Frederick Douglass Playground,Centreville Playground
TLC Sculpture Park,Atkins Gardeners,Howard Av Block Association,Leif Ericson Drive Park,Goodhue Park,Dias Y Flores Garden
Paerdegat Basin Park,St. Nicholas - Olive St. Garden,St Nicholas-Olive St Garden,Castle Hill Park,Heisser Square Park,CS 134 Community Improvement Garden
Owen F. Dolen Park,Jhs 145 & Playground (Jop),Erasmus Hall H.S Athletic Faci,Henry Garnet Garden,E N Y Vocational HS Plgd,PS 14 & Stapleton HSes Playgd
700 Decatur St Block Association,700 Decatur St Bl Assoc Garden,Miracle Garden,Children's Miracle Garden,River Garden,Frank White Memorial Garden
Green Gems Garden\,Libertad Urban Farm,Neighbors Of Vega Baja,Latham Park,South Battery,Student Farm Project
PS 309 Playground,Triborough Bridge Approach,Woodycrest Community Garden,Georgia Ave Garden,Boston Road Garden,Under Brooklyn Bridge
Haggerty Park,Frank D. O'Connor Playground,Dyker Beach Park,Springfield Park,P.O. Reinaldo Salgado Playground,James J Walker Park
William F Moore Park,Brooklyn Academy Of Music,McDonald Playground,Brooklyn Children's Museum,Liggett Terrace,Randall's Island Park Addition
Olympic Tower,Crystal Pavilion,Trump Tower,"575 FIFTH AVENUE, New York, NY 10017",Citigroup Center,"875 THIRD AVENUE, New York, NY 10022"
Oxford,Tribeca Tower,"230 WEST 27 STREET, New York, NY 10001","140 BROADWAY, New York, NY 10005",One Lincoln Plaza,Sheffield
Vietnam Veterans Plaza,Richard Tucker Park,Dante Park,NYC Aids Memorial Park,Valentino Pier,Captain Tilly Park
The High Line,69th Street Pier,Centro Cultural Garden,Wave H/Perkins Botanical Grdns,Shore Road Park,Riverside Park South
Benjamin Gladstone Square,Farm Colony,Annadale Park,Railroad Park,Amersfort Park,Joseph Rodman Drake Park
Siempre Verde Garden,Culinary Kids Garden,Elizabeth Langley Memor Garden,Prophecy Garden,First Quincy St Block Assoc,Sunshine Community Garden
Community Garden,Imani II Garden,The Secret Garden,6th St and Ave B Community Garden,West 111th St. People's Garden,El Sol Brilliante Jr
Wards Island Park/NYs Hospital,Owl Hollow Park,Fresh Kills /Owl Hollow Park,John Golden Park,Big Bush Playground,Davidson Ave. Community Gardeners Group
