Name,photo,boro,hours,amenities,reviews,long,lat,address,rating,type,zip,summary,num_ratings
Graham Square Park,https://maps.googleapis.com/maps/api/place/photo?maxwidth=2448&photoreference=CmRaAAAAd7IXN5S5oLAwImvPBEx5Oq0PTNVKzoACumnYwA2x4FG-O-tUAGhnrL4hcf-gr3pelZ3-RBza7eIgNMGVlvZQ-9WQTJFzP_1mjJ_Ncj0Q6tm1y_lKM5v7IKlFRaq_lZeWEhAhQYdG3NEceaAVLfyZ1lsiGhQ9CXkZ0jSXYkFvbhc_R7bSkizmqA&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,Bronx,"['Monday: 7:00 AM – 9:00 PM', 'Tuesday: 7:00 AM – 9:00 PM', 'Wednesday: 7:00 AM – 9:00 PM', 'Thursday: 7:00 AM – 9:00 PM', 'Friday: 7:00 AM – 9:00 PM', 'Saturday: 7:00 AM – 9:00 PM', 'Sunday: 7:00 AM – 9:00 PM']",," /AUTHOR: The Youngest Flexer /RATING: 5 /TEXT: I live right next to this park and I'm looking into buying it in the future /AUTHOR: Nekky Sync /RATING: 5 /TEXT: Baseball, Playground, close to home. Close to mall. It's not big but I enjoy it better in the evenings. /AUTHOR: SASalways Smiles /RATING: 3 /TEXT: I usually go early with my with my children to get some exercise to start the day, 95% of the time we utilize the field, I rarely go to the actual playground because it's a bit dated and honestly makes me a bit nervous, and when we do I stick to the smaller play area and the swing set. School playgrounds around this area is much better and up to date. /AUTHOR: James Hendrickson /RATING: 1 /TEXT: People park anyware is crazy, don't like the location /AUTHOR: Gregory Thomas /RATING: 4 /TEXT: The neighborhood is beautiful.And the ball field is nice,alot of kids playing,and dogs running around.I didnt see alot of animal waste around,but i didnt walk all around either.Other than that,very nice place to have a family outing.I perfer a place where no animals are allowed.",-73.851016,40.8234,3 Avenue,3.9,Neighborhood Park,10451,,66
Harlem Lane Playground,https://maps.googleapis.com/maps/api/place/photo?maxwidth=2448&photoreference=CmRaAAAAd7IXN5S5oLAwImvPBEx5Oq0PTNVKzoACumnYwA2x4FG-O-tUAGhnrL4hcf-gr3pelZ3-RBza7eIgNMGVlvZQ-9WQTJFzP_1mjJ_Ncj0Q6tm1y_lKM5v7IKlFRaq_lZeWEhAhQYdG3NEceaAVLfyZ1lsiGhQ9CXkZ0jSXYkFvbhc_R7bSkizmqA&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,Bronx,"['Monday: 7:00 AM – 9:00 PM', 'Tuesday: 7:00 AM – 9:00 PM', 'Wednesday: 7:00 AM – 9:00 PM', 'Thursday: 7:00 AM – 9:00 PM', 'Friday: 7:00 AM – 9:00 PM', 'Saturday: 7:00 AM – 9:00 PM', 'Sunday: 7:00 AM – 9:00 PM']",," /AUTHOR: The Youngest Flexer /RATING: 5 /TEXT: I live right next to this park and I'm looking into buying it in the future /AUTHOR: Nekky Sync /RATING: 5 /TEXT: Baseball, Playground, close to home. Close to mall. It's not big but I enjoy it better in the evenings. /AUTHOR: SASalways Smiles /RATING: 3 /TEXT: I usually go early with my with my children to get some exercise to start the day, 95% of the time we utilize the field, I rarely go to the actual playground because it's a bit dated and honestly makes me a bit nervous, and when we do I stick to the smaller play area and the swing set. School playgrounds around this area is much better and up to date. /AUTHOR: James Hendrickson /RATING: 1 /TEXT: People park anyware is crazy, don't like the location /AUTHOR: Gregory Thomas /RATING: 4 /TEXT: The neighborhood is beautiful.And the ball field is nice,alot of kids playing,and dogs running around.I didnt see alot of animal waste around,but i didnt walk all around either.Other than that,very nice place to have a family outing.I perfer a place where no animals are allowed.",-73.851016,40.8234,7 Avenue,0,Neighborhood Park,10039,,0
Corporal Irwin Fischer Park,https://maps.googleapis.com/maps/api/place/photo?maxwidth=2448&photoreference=CmRaAAAAd7IXN5S5oLAwImvPBEx5Oq0PTNVKzoACumnYwA2x4FG-O-tUAGhnrL4hcf-gr3pelZ3-RBza7eIgNMGVlvZQ-9WQTJFzP_1mjJ_Ncj0Q6tm1y_lKM5v7IKlFRaq_lZeWEhAhQYdG3NEceaAVLfyZ1lsiGhQ9CXkZ0jSXYkFvbhc_R7bSkizmqA&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,Bronx,"['Monday: 7:00 AM – 9:00 PM', 'Tuesday: 7:00 AM – 9:00 PM', 'Wednesday: 7:00 AM – 9:00 PM', 'Thursday: 7:00 AM – 9:00 PM', 'Friday: 7:00 AM – 9:00 PM', 'Saturday: 7:00 AM – 9:00 PM', 'Sunday: 7:00 AM – 9:00 PM']",," /AUTHOR: The Youngest Flexer /RATING: 5 /TEXT: I live right next to this park and I'm looking into buying it in the future /AUTHOR: Nekky Sync /RATING: 5 /TEXT: Baseball, Playground, close to home. Close to mall. It's not big but I enjoy it better in the evenings. /AUTHOR: SASalways Smiles /RATING: 3 /TEXT: I usually go early with my with my children to get some exercise to start the day, 95% of the time we utilize the field, I rarely go to the actual playground because it's a bit dated and honestly makes me a bit nervous, and when we do I stick to the smaller play area and the swing set. School playgrounds around this area is much better and up to date. /AUTHOR: James Hendrickson /RATING: 1 /TEXT: People park anyware is crazy, don't like the location /AUTHOR: Gregory Thomas /RATING: 4 /TEXT: The neighborhood is beautiful.And the ball field is nice,alot of kids playing,and dogs running around.I didnt see alot of animal waste around,but i didnt walk all around either.Other than that,very nice place to have a family outing.I perfer a place where no animals are allowed.",-73.851016,40.8234,1340 Nelson Avenue,3.8,Neighborhood Park,10452,,22
Colucci Playground,https://maps.googleapis.com/maps/api/place/photo?maxwidth=2448&photoreference=CmRaAAAAd7IXN5S5oLAwImvPBEx5Oq0PTNVKzoACumnYwA2x4FG-O-tUAGhnrL4hcf-gr3pelZ3-RBza7eIgNMGVlvZQ-9WQTJFzP_1mjJ_Ncj0Q6tm1y_lKM5v7IKlFRaq_lZeWEhAhQYdG3NEceaAVLfyZ1lsiGhQ9CXkZ0jSXYkFvbhc_R7bSkizmqA&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,Bronx,"['Monday: 7:00 AM – 9:00 PM', 'Tuesday: 7:00 AM – 9:00 PM', 'Wednesday: 7:00 AM – 9:00 PM', 'Thursday: 7:00 AM – 9:00 PM', 'Friday: 7:00 AM – 9:00 PM', 'Saturday: 7:00 AM – 9:00 PM', 'Sunday: 7:00 AM – 9:00 PM']",," /AUTHOR: The Youngest Flexer /RATING: 5 /TEXT: I live right next to this park and I'm looking into buying it in the future /AUTHOR: Nekky Sync /RATING: 5 /TEXT: Baseball, Playground, close to home. Close to mall. It's not big but I enjoy it better in the evenings. /AUTHOR: SASalways Smiles /RATING: 3 /TEXT: I usually go early with my with my children to get some exercise to start the day, 95% of the time we utilize the field, I rarely go to the actual playground because it's a bit dated and honestly makes me a bit nervous, and when we do I stick to the smaller play area and the swing set. School playgrounds around this area is much better and up to date. /AUTHOR: James Hendrickson /RATING: 1 /TEXT: People park anyware is crazy, don't like the location /AUTHOR: Gregory Thomas /RATING: 4 /TEXT: The neighborhood is beautiful.And the ball field is nice,alot of kids playing,and dogs running around.I didnt see alot of animal waste around,but i didnt walk all around either.Other than that,very nice place to have a family outing.I perfer a place where no animals are allowed.",-73.851016,40.8234,2011 Mayflower Avenue,4.3,Neighborhood Park,10461,,95
St. Vartan Park,https://maps.googleapis.com/maps/api/place/photo?maxwidth=2448&photoreference=CmRaAAAAd7IXN5S5oLAwImvPBEx5Oq0PTNVKzoACumnYwA2x4FG-O-tUAGhnrL4hcf-gr3pelZ3-RBza7eIgNMGVlvZQ-9WQTJFzP_1mjJ_Ncj0Q6tm1y_lKM5v7IKlFRaq_lZeWEhAhQYdG3NEceaAVLfyZ1lsiGhQ9CXkZ0jSXYkFvbhc_R7bSkizmqA&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,Bronx,"['Monday: 7:00 AM – 9:00 PM', 'Tuesday: 7:00 AM – 9:00 PM', 'Wednesday: 7:00 AM – 9:00 PM', 'Thursday: 7:00 AM – 9:00 PM', 'Friday: 7:00 AM – 9:00 PM', 'Saturday: 7:00 AM – 9:00 PM', 'Sunday: 7:00 AM – 9:00 PM']",," /AUTHOR: The Youngest Flexer /RATING: 5 /TEXT: I live right next to this park and I'm looking into buying it in the future /AUTHOR: Nekky Sync /RATING: 5 /TEXT: Baseball, Playground, close to home. Close to mall. It's not big but I enjoy it better in the evenings. /AUTHOR: SASalways Smiles /RATING: 3 /TEXT: I usually go early with my with my children to get some exercise to start the day, 95% of the time we utilize the field, I rarely go to the actual playground because it's a bit dated and honestly makes me a bit nervous, and when we do I stick to the smaller play area and the swing set. School playgrounds around this area is much better and up to date. /AUTHOR: James Hendrickson /RATING: 1 /TEXT: People park anyware is crazy, don't like the location /AUTHOR: Gregory Thomas /RATING: 4 /TEXT: The neighborhood is beautiful.And the ball field is nice,alot of kids playing,and dogs running around.I didnt see alot of animal waste around,but i didnt walk all around either.Other than that,very nice place to have a family outing.I perfer a place where no animals are allowed.",-73.851016,40.8234,613 1 Avenue,4.2,Neighborhood Park,10016,,287
United Community Center Garden,https://maps.googleapis.com/maps/api/place/photo?maxwidth=2448&photoreference=CmRaAAAAd7IXN5S5oLAwImvPBEx5Oq0PTNVKzoACumnYwA2x4FG-O-tUAGhnrL4hcf-gr3pelZ3-RBza7eIgNMGVlvZQ-9WQTJFzP_1mjJ_Ncj0Q6tm1y_lKM5v7IKlFRaq_lZeWEhAhQYdG3NEceaAVLfyZ1lsiGhQ9CXkZ0jSXYkFvbhc_R7bSkizmqA&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,Bronx,"['Monday: 7:00 AM – 9:00 PM', 'Tuesday: 7:00 AM – 9:00 PM', 'Wednesday: 7:00 AM – 9:00 PM', 'Thursday: 7:00 AM – 9:00 PM', 'Friday: 7:00 AM – 9:00 PM', 'Saturday: 7:00 AM – 9:00 PM', 'Sunday: 7:00 AM – 9:00 PM']",," /AUTHOR: The Youngest Flexer /RATING: 5 /TEXT: I live right next to this park and I'm looking into buying it in the future /AUTHOR: Nekky Sync /RATING: 5 /TEXT: Baseball, Playground, close to home. Close to mall. It's not big but I enjoy it better in the evenings. /AUTHOR: SASalways Smiles /RATING: 3 /TEXT: I usually go early with my with my children to get some exercise to start the day, 95% of the time we utilize the field, I rarely go to the actual playground because it's a bit dated and honestly makes me a bit nervous, and when we do I stick to the smaller play area and the swing set. School playgrounds around this area is much better and up to date. /AUTHOR: James Hendrickson /RATING: 1 /TEXT: People park anyware is crazy, don't like the location /AUTHOR: Gregory Thomas /RATING: 4 /TEXT: The neighborhood is beautiful.And the ball field is nice,alot of kids playing,and dogs running around.I didnt see alot of animal waste around,but i didnt walk all around either.Other than that,very nice place to have a family outing.I perfer a place where no animals are allowed.",-73.851016,40.8234,Schenck Avenue,4.4,Neighborhood Park,11207,,25
Bealin Square Seth Low Plgd,https://maps.googleapis.com/maps/api/place/photo?maxwidth=2448&photoreference=CmRaAAAAd7IXN5S5oLAwImvPBEx5Oq0PTNVKzoACumnYwA2x4FG-O-tUAGhnrL4hcf-gr3pelZ3-RBza7eIgNMGVlvZQ-9WQTJFzP_1mjJ_Ncj0Q6tm1y_lKM5v7IKlFRaq_lZeWEhAhQYdG3NEceaAVLfyZ1lsiGhQ9CXkZ0jSXYkFvbhc_R7bSkizmqA&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,Bronx,"['Monday: 7:00 AM – 9:00 PM', 'Tuesday: 7:00 AM – 9:00 PM', 'Wednesday: 7:00 AM – 9:00 PM', 'Thursday: 7:00 AM – 9:00 PM', 'Friday: 7:00 AM – 9:00 PM', 'Saturday: 7:00 AM – 9:00 PM', 'Sunday: 7:00 AM – 9:00 PM']",," /AUTHOR: The Youngest Flexer /RATING: 5 /TEXT: I live right next to this park and I'm looking into buying it in the future /AUTHOR: Nekky Sync /RATING: 5 /TEXT: Baseball, Playground, close to home. Close to mall. It's not big but I enjoy it better in the evenings. /AUTHOR: SASalways Smiles /RATING: 3 /TEXT: I usually go early with my with my children to get some exercise to start the day, 95% of the time we utilize the field, I rarely go to the actual playground because it's a bit dated and honestly makes me a bit nervous, and when we do I stick to the smaller play area and the swing set. School playgrounds around this area is much better and up to date. /AUTHOR: James Hendrickson /RATING: 1 /TEXT: People park anyware is crazy, don't like the location /AUTHOR: Gregory Thomas /RATING: 4 /TEXT: The neighborhood is beautiful.And the ball field is nice,alot of kids playing,and dogs running around.I didnt see alot of animal waste around,but i didnt walk all around either.Other than that,very nice place to have a family outing.I perfer a place where no animals are allowed.",-73.851016,40.8234,Bay Parkway,4.2,Neighborhood Park,11204,,463
"745 SEVENTH AVENUE, New York, NY 10019",https://apops.mas.org/wp-content/uploads/2012/10/2012-745_Seventh_Ave-b.jpg,Manhattan,Restricted ,Elevator: elevator to Underground PassagewayFood Service: owner's best efforts to provide food serviceLightingPlantingPlaque/Sign: 5Seating: 429.8 linear feet including 227.3 lf of fixed seating and 135 movable chairsSubway: relocation of subway stairs to southwest corner of zoning lot and access to subwayTables: 37Trees within Space: 34Water Feature: basin with water jets and pool,,-73.982843,40.76052,745 Seventh Avenue,5,POPS,10019,As of the time of this writing it appears that the host building for this public plaza at 745 Seventh Avenue the new world headquarters for the investment banking firm of Morgan Stanley Dean Witter  Company is under construction If so that is good news in the long run for public space users That is because the developer is obligated to complete substantially and open to the public this throughblock space linking West 49th and 50th Streets between Sixth and Seventh Avenues only when it seeks a temporary certificate of occupancy for up to 75 percent of the new buildings floor area The developer must fully complete the space prior to issuance of a permanent certificate of occupancy The only cost to the public is shortterm because it will lose the use of Exxon Park described in the profile for 1251 Sixth Avenue Although Exxon Park was not a privately owned public space in the sense that it was never required by zoning to be open and accessible to the public it had been open through the generosity of its owner and enjoyed a loyal following An underground passageway providing subway access is also required,
Dias Y Flores,https://maps.googleapis.com/maps/api/place/photo?maxwidth=2448&photoreference=CmRaAAAAd7IXN5S5oLAwImvPBEx5Oq0PTNVKzoACumnYwA2x4FG-O-tUAGhnrL4hcf-gr3pelZ3-RBza7eIgNMGVlvZQ-9WQTJFzP_1mjJ_Ncj0Q6tm1y_lKM5v7IKlFRaq_lZeWEhAhQYdG3NEceaAVLfyZ1lsiGhQ9CXkZ0jSXYkFvbhc_R7bSkizmqA&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,Bronx,"['Monday: 7:00 AM – 9:00 PM', 'Tuesday: 7:00 AM – 9:00 PM', 'Wednesday: 7:00 AM – 9:00 PM', 'Thursday: 7:00 AM – 9:00 PM', 'Friday: 7:00 AM – 9:00 PM', 'Saturday: 7:00 AM – 9:00 PM', 'Sunday: 7:00 AM – 9:00 PM']",," /AUTHOR: The Youngest Flexer /RATING: 5 /TEXT: I live right next to this park and I'm looking into buying it in the future /AUTHOR: Nekky Sync /RATING: 5 /TEXT: Baseball, Playground, close to home. Close to mall. It's not big but I enjoy it better in the evenings. /AUTHOR: SASalways Smiles /RATING: 3 /TEXT: I usually go early with my with my children to get some exercise to start the day, 95% of the time we utilize the field, I rarely go to the actual playground because it's a bit dated and honestly makes me a bit nervous, and when we do I stick to the smaller play area and the swing set. School playgrounds around this area is much better and up to date. /AUTHOR: James Hendrickson /RATING: 1 /TEXT: People park anyware is crazy, don't like the location /AUTHOR: Gregory Thomas /RATING: 4 /TEXT: The neighborhood is beautiful.And the ball field is nice,alot of kids playing,and dogs running around.I didnt see alot of animal waste around,but i didnt walk all around either.Other than that,very nice place to have a family outing.I perfer a place where no animals are allowed.",-73.851016,40.8234,520 East 13 Street,0,Neighborhood Park,10009,,0
Acqueduct Lands,https://maps.googleapis.com/maps/api/place/photo?maxwidth=2448&photoreference=CmRaAAAAd7IXN5S5oLAwImvPBEx5Oq0PTNVKzoACumnYwA2x4FG-O-tUAGhnrL4hcf-gr3pelZ3-RBza7eIgNMGVlvZQ-9WQTJFzP_1mjJ_Ncj0Q6tm1y_lKM5v7IKlFRaq_lZeWEhAhQYdG3NEceaAVLfyZ1lsiGhQ9CXkZ0jSXYkFvbhc_R7bSkizmqA&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,Bronx,"['Monday: 7:00 AM – 9:00 PM', 'Tuesday: 7:00 AM – 9:00 PM', 'Wednesday: 7:00 AM – 9:00 PM', 'Thursday: 7:00 AM – 9:00 PM', 'Friday: 7:00 AM – 9:00 PM', 'Saturday: 7:00 AM – 9:00 PM', 'Sunday: 7:00 AM – 9:00 PM']",," /AUTHOR: The Youngest Flexer /RATING: 5 /TEXT: I live right next to this park and I'm looking into buying it in the future /AUTHOR: Nekky Sync /RATING: 5 /TEXT: Baseball, Playground, close to home. Close to mall. It's not big but I enjoy it better in the evenings. /AUTHOR: SASalways Smiles /RATING: 3 /TEXT: I usually go early with my with my children to get some exercise to start the day, 95% of the time we utilize the field, I rarely go to the actual playground because it's a bit dated and honestly makes me a bit nervous, and when we do I stick to the smaller play area and the swing set. School playgrounds around this area is much better and up to date. /AUTHOR: James Hendrickson /RATING: 1 /TEXT: People park anyware is crazy, don't like the location /AUTHOR: Gregory Thomas /RATING: 4 /TEXT: The neighborhood is beautiful.And the ball field is nice,alot of kids playing,and dogs running around.I didnt see alot of animal waste around,but i didnt walk all around either.Other than that,very nice place to have a family outing.I perfer a place where no animals are allowed.",-73.851016,40.8234,1810 University Avenue,3.8,Neighborhood Park,10453,,73
Tudor Grove Playground,https://maps.googleapis.com/maps/api/place/photo?maxwidth=2448&photoreference=CmRaAAAAd7IXN5S5oLAwImvPBEx5Oq0PTNVKzoACumnYwA2x4FG-O-tUAGhnrL4hcf-gr3pelZ3-RBza7eIgNMGVlvZQ-9WQTJFzP_1mjJ_Ncj0Q6tm1y_lKM5v7IKlFRaq_lZeWEhAhQYdG3NEceaAVLfyZ1lsiGhQ9CXkZ0jSXYkFvbhc_R7bSkizmqA&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,Bronx,"['Monday: 7:00 AM – 9:00 PM', 'Tuesday: 7:00 AM – 9:00 PM', 'Wednesday: 7:00 AM – 9:00 PM', 'Thursday: 7:00 AM – 9:00 PM', 'Friday: 7:00 AM – 9:00 PM', 'Saturday: 7:00 AM – 9:00 PM', 'Sunday: 7:00 AM – 9:00 PM']",," /AUTHOR: The Youngest Flexer /RATING: 5 /TEXT: I live right next to this park and I'm looking into buying it in the future /AUTHOR: Nekky Sync /RATING: 5 /TEXT: Baseball, Playground, close to home. Close to mall. It's not big but I enjoy it better in the evenings. /AUTHOR: SASalways Smiles /RATING: 3 /TEXT: I usually go early with my with my children to get some exercise to start the day, 95% of the time we utilize the field, I rarely go to the actual playground because it's a bit dated and honestly makes me a bit nervous, and when we do I stick to the smaller play area and the swing set. School playgrounds around this area is much better and up to date. /AUTHOR: James Hendrickson /RATING: 1 /TEXT: People park anyware is crazy, don't like the location /AUTHOR: Gregory Thomas /RATING: 4 /TEXT: The neighborhood is beautiful.And the ball field is nice,alot of kids playing,and dogs running around.I didnt see alot of animal waste around,but i didnt walk all around either.Other than that,very nice place to have a family outing.I perfer a place where no animals are allowed.",-73.851016,40.8234,328 East   42 Street,0,Neighborhood Park,10017,,0
Taaffe Playground,https://maps.googleapis.com/maps/api/place/photo?maxwidth=2448&photoreference=CmRaAAAAd7IXN5S5oLAwImvPBEx5Oq0PTNVKzoACumnYwA2x4FG-O-tUAGhnrL4hcf-gr3pelZ3-RBza7eIgNMGVlvZQ-9WQTJFzP_1mjJ_Ncj0Q6tm1y_lKM5v7IKlFRaq_lZeWEhAhQYdG3NEceaAVLfyZ1lsiGhQ9CXkZ0jSXYkFvbhc_R7bSkizmqA&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,Bronx,"['Monday: 7:00 AM – 9:00 PM', 'Tuesday: 7:00 AM – 9:00 PM', 'Wednesday: 7:00 AM – 9:00 PM', 'Thursday: 7:00 AM – 9:00 PM', 'Friday: 7:00 AM – 9:00 PM', 'Saturday: 7:00 AM – 9:00 PM', 'Sunday: 7:00 AM – 9:00 PM']",," /AUTHOR: The Youngest Flexer /RATING: 5 /TEXT: I live right next to this park and I'm looking into buying it in the future /AUTHOR: Nekky Sync /RATING: 5 /TEXT: Baseball, Playground, close to home. Close to mall. It's not big but I enjoy it better in the evenings. /AUTHOR: SASalways Smiles /RATING: 3 /TEXT: I usually go early with my with my children to get some exercise to start the day, 95% of the time we utilize the field, I rarely go to the actual playground because it's a bit dated and honestly makes me a bit nervous, and when we do I stick to the smaller play area and the swing set. School playgrounds around this area is much better and up to date. /AUTHOR: James Hendrickson /RATING: 1 /TEXT: People park anyware is crazy, don't like the location /AUTHOR: Gregory Thomas /RATING: 4 /TEXT: The neighborhood is beautiful.And the ball field is nice,alot of kids playing,and dogs running around.I didnt see alot of animal waste around,but i didnt walk all around either.Other than that,very nice place to have a family outing.I perfer a place where no animals are allowed.",-73.851016,40.8234,390 Park Avenue,4.3,Neighborhood Park,11205,,28
