Name,address,summary,long,num_ratings,zip,photo,lat,reviews,boro,rating,amenities,type,hours
Middle Village Playground,78-38 68 Road,,-73.873626,32,11379,https://maps.googleapis.com/maps/api/place/photo?maxwidth=3024&photoreference=CmRaAAAAOSH_T3kdRyQm3tXQp0xbm14LUTTeVEOvUeVCl-FhvYPRsEo3uldO2Tk9w10_wp2a9UyWgryvmYL0WhypUV92mV2RUXqWwTwFQXFQcQgz7ANBm1WWEZ3cv3BODXPsEgHjEhCIKmKg0VOf7NRZ78O_8viRGhSMgKRDifumjGcBwVFd2chbMosCEQ&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,40.710095," /AUTHOR: Terrible Singing /RATING: 5 /TEXT: Best hangout place for couples looking for a nice afternoon /AUTHOR: Elbis Lombert /RATING: 5 /TEXT: Quiet, not always busy! /AUTHOR: Shaheen Babaee /RATING: 5 /TEXT: Quiet and peaceful  /AUTHOR: Dayanara Mero /RATING: 3 /TEXT: Strange /AUTHOR: Temon Ghaly /RATING: 3 /TEXT: Add alot things ",Queens,4.3,,Neighborhood Park,"['Monday: 6:00 AM â€“ 9:00 PM', 'Tuesday: 6:00 AM â€“ 9:00 PM', 'Wednesday: 6:00 AM â€“ 9:00 PM', 'Thursday: 6:00 AM â€“ 9:00 PM', 'Friday: 6:00 AM â€“ 9:00 PM', 'Saturday: 6:00 AM â€“ 9:00 PM', 'Sunday: 6:00 AM â€“ 9:00 PM']"
Two Grand Central Tower,140 East 45 Street,These lean public spaces are located in front of the East 44th and 45th Street entrances to this office tower midblock between Third and Lexington Avenues A diminutive rectangular urban plaza on East 44th Street fills the tower setback space and features a round brick flowerfilled planter with seating ledge A loading dock provides occasional interest to the east At a recent site visit the three movable chairs were not in evidence Immediately north a threestoryhigh arcade covers the entrance to the private throughblock lobbyOn the East 45th Street side of the building is more arcade space made interesting only because physical and legal typologies diverge part of the arcade is under the building as a physical arcade space is meant to be but part of it is instead under a canopy as only a legal arcade might be The sidewalk widening completes the public spaces here Tiny dish planters holding bushes and ivy are scattered about,-73.9741,,10017,https://apops.mas.org/wp-content/uploads/2012/10/140-E.-45th-St.-4.jpg,40.752748,,Manhattan,,"LightingLitter ReceptaclesPlanting: ivy and flowering bulbsPlaque/SignRetail FrontageSeating: 33 linear feet fixed seating required, 40 lf fixed seating and 3 movable chairs providedTrees on Street: 16 Gingko trees",POPS,24
Brownsville Community Farm,Herzl Street,,-73.913906,11,11212,https://maps.googleapis.com/maps/api/place/photo?maxwidth=2048&photoreference=CmRaAAAA3z4cnRwgKDwTCMeZJ4wmiXyZNV43oN9UzFyDgDbgUBwuJEJnfjSVrhH1mkUF2uVuKvGSk2Hv_ySND_WbNqoGSsl0ZswKJjwBY_6bV9bdu5-fbxcK4653_sGk2HP58mbLEhAVwW4yL8g9Wl0XdffaEpAlGhQbbb2DD2Y7RJHX16RLh9kcmwBkOw&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,40.66419," /AUTHOR: Dolores Brandon /RATING: 5 /TEXT: Wonderful community organization. Join and have your own plot or drop by during open hours and simply relax among the birds and trees. Check the website for events and activities. /AUTHOR: Gabriela Blanco Bobea /RATING: 5 /TEXT: Amazing community space, must visit! /AUTHOR: Trevor MacDermid /RATING: 5 /TEXT: Neatly, casually mulched /AUTHOR: FDA/ RS /RATING: 4 /TEXT: Awesome community garden located in theÂ heart of Brooklyn just a few feet away fromÂ Vanderbilt AvenueÂ and a short walk to some of Brooklyn's greatestÂ cultural institutions. ****   /AUTHOR: Brian Thompson /RATING: 5 /TEXT: ",Brooklyn,4.9,,Garden,"['Monday: Closed', 'Tuesday: 4:00 â€“ 6:00 PM', 'Wednesday: 12:00 â€“ 2:00 PM', 'Thursday: Closed', 'Friday: 5:00 â€“ 7:00 PM', 'Saturday: 10:00 AM â€“ 4:00 PM', 'Sunday: 10:00 AM â€“ 6:00 PM']"
Fresh Kills Park,Richmond Avenue,,-74.17892,147,10314,https://maps.googleapis.com/maps/api/place/photo?maxwidth=2048&photoreference=CmRaAAAAPKABRtAPtyWnEbLHTxSHxxUxEoIs7cQFa5In_n8fJJKZn6Quv0iay4yCPNwpeqFboJXaIICsfg-AxDUSHncl1zlUEcd_fKjDi583gWmzVpy2YLF2J3LCXcdZlBuWwMsXEhCn_3i1e-xeL53Gzg5_ZsnBGhRhKe7VBHbIXYSepQjYjOEopw7vaQ&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,40.591389," /AUTHOR: Angel Columbus /RATING: 5 /TEXT: Excellent option to go for a different adventure in New York. I been visiting and seeing the improvement they are making in this former landfill. It's impressing and very promising for the future generations of the Tri-State area.  I already have found memories here.  If you feel adventurous and have a spare time don't miss out and visit the park whenever they have openings. Make sure to subscribe to the email newsletter for info about the park and future activities. /AUTHOR: Michael Roth /RATING: 1 /TEXT: It might be lovely but it isn't open yet so I just don't know! /AUTHOR: Jchemela Holmes /RATING: 4 /TEXT: Beautiful venue.  My step-fathers were very happy. /AUTHOR: Gennarina Brunetto /RATING: 5 /TEXT: We love when the park opens for their discovery day. Free day of family fun! /AUTHOR: Donna Jackson /RATING: 5 /TEXT: The beauty! The flat bike trails! A really nice place to cycle or if you are a member of the Audubon, to see native birds.  Looking forward to greater lengths of trails opening!",Staten+Island,3.8,,Park,unknown
El Jardin Del Paraiso Park,704 East    5 Street,,-73.979436,1,10009,None Available,40.722518, /AUTHOR: Roberto Davila /RATING: 5 /TEXT: Good,Manhattan,5,,Park,"['Monday: Closed', 'Tuesday: Closed', 'Wednesday: Closed', 'Thursday: Closed', 'Friday: Closed', 'Saturday: 12:00 â€“ 5:00 PM', 'Sunday: 12:00 â€“ 5:00 PM']"
W. 111th St. Harlem Garden,237 West 111 Street,,-73.956293,3,10026,https://maps.googleapis.com/maps/api/place/photo?maxwidth=1440&photoreference=CmRaAAAAWh1tJBi3WpGF_eWMBFY-ZJ9keYZKchqbbLFiWIT4Fzd3PGupkGH3kcJwQZ8NHdbHlNSitj4lTVaGlRU0hDn7_e31bEqc51UfVtch1Q8yRDZHdrITfANJurHkcDj_E04lEhByhwIntdCkvIpFxiPSNwFnGhR2xHj8fGcMru78qhzoRccq61VxYg&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,40.800888," /AUTHOR: Gloria Plaks /RATING: 5 /TEXT: Great place to just sit with the family, very friendly garden coop. They have movie nightss. We even ordered pizza to have at the garden.  /AUTHOR: Lajos Bartha /RATING: 5 /TEXT:  /AUTHOR: Christian Fessel /RATING: 5 /TEXT: ",Manhattan,5,,Garden,unknown
Hendrick I Lott House,1951 East   35 Street,,-73.932603,31,11234,https://maps.googleapis.com/maps/api/place/photo?maxwidth=3264&photoreference=CmRaAAAApyYoLSdZjjYfSMOGHI1XceQWcwq2jn_VvVh-HJ5cC2Yl2RyNYV2hL2MD6R4WAr5u3chPNu7D7k5_C5NHefliiB4doCoYMArWOHWzcuG_SR4lOzrd7aIuCm3Dkdr_o0B2EhAwGkjzDfUHvBGoMk_WnEPIGhSCwzNcye-3Z2aFQUZIeodwXQO7ZQ&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,40.610427," /AUTHOR: Kamil /RATING: 5 /TEXT: Really cool little house with beautiful grounds. Great place for a picnic /AUTHOR: Tara Silvestry /RATING: 5 /TEXT: Amazing house full of history! I attended a Halloween party here and it was great. I would just suggest music (that works) next time. The house itself is amazing. I highly suggest buying tickets for a tour. /AUTHOR: james howell /RATING: 5 /TEXT: My wife, my son and I had dinner at the Lott house many years ago.  We were the guests of a colleague and his wife who were living there as caretakers. It was a Halloween party and we had a wonderful time climbing around the place late at night. Wallpaper was peeling off the walls but, no, it wasn't scary at all just a lot of fun. /AUTHOR: Dick Wolf /RATING: 5 /TEXT: Beautiful little historical place. /AUTHOR: Kathryn Buckley /RATING: 3 /TEXT: Inside not open, disappointed.",Brooklyn,4.4,,Park,unknown
Claremont Comm School Garden,3826 Park Avenue,,-73.9038,38,10457,https://maps.googleapis.com/maps/api/place/photo?maxwidth=2048&photoreference=CmRaAAAAOXY92dju5iLvMqSSTS0GLNdTTsajK3icNrKTowpZ4HdZVwRDSCp26Rf70UyESGZcqacls-ntT4L42UcqM9cvdsOH4yGhKBGRFP2KtIq-LwWmfDWQpIm9pUV5E0EOkJwlEhB_tIlHvWfPBB2LHkFxnszFGhTt9-euLYXsMDNv0JHQb0z47wNI3g&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,40.838577," /AUTHOR: Shonta Seaborn /RATING: 5 /TEXT: I understand we all have bad experiences interacting with certain individuals. However, PS 42 has really been very supportive to me and my entire family. They've helped me in ways no other school attempt to and I really appreciate their effort. Especially during the holiday's me and my family had a fire in our building. We lost everything, PS 42 reached out to us the following day and offered us assistance with my entire family. Which was very heartfelt.. I would of never expected that staff in a public school would be so concerned and dedicated. I'm so grateful for this school. Thank you guys _Ÿ’™ /AUTHOR: Daniel Okyere /RATING: 5 /TEXT: My little brother goes to this school. He thinks this school is great. He had a great teacher named Ms.Moore. /AUTHOR: Oneida Solis /RATING: 5 /TEXT: This is my daughter's last year at P.S. 42,  I am sad to see her leave she has grown and learned a lot from the staff. I am so grateful for the experience my daughters has had in this school. /AUTHOR: Flash Flicker /RATING: 5 /TEXT: I loved going to PS 42. Good teachers and ok staff _Ÿç— /AUTHOR: Jon Williams /RATING: 1 /TEXT: Any one notice how those that aren't happy are able to talk about specific things.  It's one of the things that is driving me crazy about this school.  Those of us that want things to get better are battling it out with the sheep that are content with the progress of this school.  We deserve better.  The principal does reward kids that don't deserve it.  There are high incidents which are swept under the rug.",Bronx,3.1,,Park,unknown
69th Street Pier,Colonial Road,,-74.03674,297,11220,https://maps.googleapis.com/maps/api/place/photo?maxwidth=4032&photoreference=CmRaAAAAWEA8eSlIsmzwS7lNgWq0r8A6THEdePzPlgHlKGKH9S82EI7D_FAQhZGYESAEd3Uk0NaOyhCnD3q6DeYlIaqa0-s4OIPrGpPbcGKiDl3ABeEowYdZgqJ5TaR53hWlDDbDEhABi3v3HvBqodcS61vL3tgRGhTPu6pY531DA6dtCpQTyVhgeYq6cA&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,40.639248, /AUTHOR: Sol Ayoub /RATING: 4 /TEXT: Nice place to hangout and take a walk. Beautiful  sun set and views of the Bridge. It would really be nice if there are rest rooms and drinking water along the walkway. /AUTHOR: Regina /RATING: 4 /TEXT: Great pier with views of lower Manhattan and a NYC Ferry stop going to Wall Street. /AUTHOR: Josie Rivera /RATING: 4 /TEXT: This waterfront area is beautiful and wonderful to walk around. It's great for kids and dogs. Only problem it's hard to find parking in this area. /AUTHOR: Shalim Uddin /RATING: 5 /TEXT: Breathtaking view of down town Manhattan! Very quiet environment! /AUTHOR: Charlie Rodriguez /RATING: 5 /TEXT: As a veteran of this great country l am proud to fish there all the time tranquility peace & loving l fish there all my life & still do when l can with God's will,Brooklyn,4.6,,Park,"['Monday: 6:00 AM â€“ 1:00 AM', 'Tuesday: 6:00 AM â€“ 1:00 AM', 'Wednesday: 6:00 AM â€“ 1:00 AM', 'Thursday: 6:00 AM â€“ 1:00 AM', 'Friday: 6:00 AM â€“ 1:00 AM', 'Saturday: 6:00 AM â€“ 1:00 AM', 'Sunday: 6:00 AM â€“ 1:00 AM']"
The Battery,10 Battery Park,,-74.015504,26836,10004,https://maps.googleapis.com/maps/api/place/photo?maxwidth=1024&photoreference=CmRaAAAAWyjqI-mzy2MPPPuW7_DAqXd9Y09Xfxiw2re717Y06b02hSbvjTndiDQ1uLYtiBeVKLtxBL0U3yY3jsz3JSi9er9sjc_WIDx9SWdBL2FKq0DwdQEdMAy8j62Kvm_muuJPEhCp88OUndtVuOYXUUegR7crGhRb5u2KTOZNkAYtnzFTTzJO5m5nng&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,40.702878," /AUTHOR: Tiana Johnston /RATING: 5 /TEXT: Battery park was amazing! We caught a ferry out to the Statue of Liberty, it was ridiculously cold out on the water but definitely worth it. The park itself is really lovely, the gardeners need a raise :) When the sun came out it was really lovely sitting on the bench and having a coffee and relaxing. Would recommend a visit! /AUTHOR: J /RATING: 4 /TEXT: Battery Park is a beautiful park on the lower west side of Manhattan. It's about a 5-10 min walk from the World Trade Center. It has amazing views of the water. You get a great view of 1 World Trade as well. You can also see the Statue of Liberty from the south side and a nice view of New Jersey. It's great for a job around or to just hang out and enjoy the outdoors. /AUTHOR: Olive Gilbert /RATING: 5 /TEXT: Having followed the Statue Cruises map (not reading the text) which places the marker for the Liberty ferry leaving from the jetty at the State Park we were surprised to find we were a good 40min walk from where we wanted to be. Popping into the Rangers office we were bluntly told no ferries left from there, so we enjoyed the waterfront walk instead. A long panorama of the Hudson Bay and seeing Liberty Island from behind made for some good photo opportunities which most visitors wouldn't get. We also read the informative signs along the boardwalk and saw some of the local wildlife. /AUTHOR: Monika Gyongyi Macias Honti /RATING: 4 /TEXT: It is a small park, but if you are looking for a good place to see the sunset and just do a little people-watching it is the perfect spot. Also, you can easily see some of the iconic NY buildings and it is a place full of possibilities and roads you can take: the fery station is literally on one side to the park, the metro station is not far, and there are also many possibilities to look for a tour or just walk around and see what you can find. Just a heads-up, it can get really hot during the summer so if you want to head here probably don't do it when the sun is at its peak and always bring water and a fan to keep the heat at bay. /AUTHOR: Kurt Sorensen /RATING: 3 /TEXT: Green space in new York. But hounded by aggressive sales people.   If you need a close up of lady Liberty then buy a ticket.   If you.just want to see her from the front, & have an hour to kill. Then just take the Stanton island ferry for FREE thanks to the wonderful state of NY  Love being your neighbour..  Love always Ontario _Ÿ˜€",Manhattan,4.5,,Neighborhood Park,unknown
Electric Playground,65-40 164 Street,,-73.805419,34,11365,https://maps.googleapis.com/maps/api/place/photo?maxwidth=5312&photoreference=CmRaAAAAR8HjxQcuCdpoXcdRVoRyGhTo-Pk7cI5b2ZMbH-xAmaaMPhqzKaLBjN3CNq--gZM6j7Emvcl-JavgcF5vmdl9ISs6Jtc7QWiu6dHfkbUeoHmhjtThulshGWHCKFBKWtMyEhDYDGG3AeQ5OCONU8dAnEHLGhR9LnOucpedLvmvgeIBIAHQG3S_ZA&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,40.735764," /AUTHOR: Katherine Muentes /RATING: 5 /TEXT: They have a parking lot. This is a really great park to take young kids. They have a nice set up and musical toys. They have large swings so that parents can also swing with their kids. They also have a picnic area which you can reserve for birthdays. They have a different area for the sprinklers and it is really nice. The bathrooms are a little dirty. Over all it is a really great park and it's close to flushing meadows park /AUTHOR: Victor Bi /RATING: 4 /TEXT: It has a playground for kids and  i gues a small field for baseball. Overall, the place looks nice. /AUTHOR: Theus Adams /RATING: 4 /TEXT: Nice and shady for those days when the sun out strong /AUTHOR: Go Getta /RATING: 4 /TEXT: Great hardly any kids in this park. Great placr /AUTHOR: Gigi Lai /RATING: 4 /TEXT: Nice little park that offers a playground, basketball and handball court. I also has a tiny sprinkler that wasn't on when we visited on a hot summer day. ",Queens,4.2,,Neighborhood Park,unknown
Hammock Grove,1 Governors Island,,-74.019955,114,10004,https://maps.googleapis.com/maps/api/place/photo?maxwidth=678&photoreference=CmRaAAAAikI3y2XOdimQf2p2wmh-NkN9q5RZ8mQEqAiEbwmFUVZ6nkBY4zat-a_g3T-Mr6IFC8oT3lWRZBnMKEDALwG0JlklOdooW6n_z3ARa7vwMI_0_v-lIM52PLVKQzIZ8h5pEhB6vXrdHl8oL5SMQ7iWeK8_GhQDHWugOKQgjNyTepR2fE7PwCMKbQ&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,40.689076," /AUTHOR: Elena G /RATING: 3 /TEXT: It was okay. Only about 10 hammocks mostly grouped together. Was hard for us to find. Walked a long way around till we finally bumped into it. Our biggest issue while visiting governors island was there is practically no shade on the walkways and it gets really really hot in the summer.  There's no shade at all if you're on the hammocks. /AUTHOR: Demir Docent /RATING: 5 /TEXT: Lovely place. But does anyone know where Arcturis location is? He spawns like once a week /AUTHOR: Alimuzzaman Chowdhury /RATING: 5 /TEXT: The hammock grove is kind of hidden but follow the signs and you will find them. Also, the hammocks are spread across. So, if you can't find one empty, look little outside and on the next block, you will find one. There are apparently 50 hammocks. Obviously tons of people look for hammocks so we couldn't take any pictures. If you are in governors island, definitely look for them. /AUTHOR: Pamela Trinidad /RATING: 5 /TEXT: I love it,it's fun a great place for little kids. /AUTHOR: Elke Lopez-Rodriguez /RATING: 5 /TEXT: Best place ever!!! Had a great relaxing time with the hubby. But I was here during a weekday afternoon so we had all the hammocks to ourselves. I hear its busy on the weekends.",Manhattan,4.4,,City-State Park,"['Monday: 8:00 AM â€“ 12:00 AM', 'Tuesday: 8:00 AM â€“ 12:00 AM', 'Wednesday: 8:00 AM â€“ 12:00 AM', 'Thursday: 8:00 AM â€“ 12:00 AM', 'Friday: 8:00 AM â€“ 12:00 AM', 'Saturday: 8:00 AM â€“ 12:00 AM', 'Sunday: 8:00 AM â€“ 12:00 AM']"
Floyd Patterson Park,701 Mother Gaston Blvd,,-73.904089,0,11212,None Available,40.660874,None Available,Brooklyn,0,,Park,unknown
Garden Of Happiness Addition,2162 Prospect Avenue,,-73.884921,13,10457,https://maps.googleapis.com/maps/api/place/photo?maxwidth=3024&photoreference=CmRaAAAARDcinxGMrQZtrQ0R2ajhilxJzGW5JUBhS62R8A6k93z0rwssjBVgmnXcPd_cAxg2a0AyECxwbrrJ-6RijFIUev85oMTUir3207mzv8KEtM2HtCvu229QZGKgC9FT586mEhBYJw-fFfjqeDjzeTaP2DFrGhR_rcO3ZS1jGMmnn3Yml0ZMH9yqjw&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,40.848613, /AUTHOR: Lourdes Baltazar /RATING: 4 /TEXT: Good  Upkeep Of The Garden /AUTHOR: Roberto Sambolin III /RATING: 3 /TEXT: Good /AUTHOR: curtis williams /RATING: 5 /TEXT: Visiting Family /AUTHOR: OrquÃ_dea Green /RATING: 4 /TEXT: Me pareciÃ_ muy bien /AUTHOR: Edwin Sanchez /RATING: 4 /TEXT: Exelente,Bronx,4.2,,Community Garden,"['Monday: 6:00 AM â€“ 9:00 PM', 'Tuesday: 6:00 AM â€“ 9:00 PM', 'Wednesday: 6:00 AM â€“ 9:00 PM', 'Thursday: 6:00 AM â€“ 9:00 PM', 'Friday: 6:00 AM â€“ 9:00 PM', 'Saturday: 6:00 AM â€“ 9:00 PM', 'Sunday: 6:00 AM â€“ 9:00 PM']"
Cooper Square URA,287 Bowery,,-73.991811,744,10003,https://maps.googleapis.com/maps/api/place/photo?maxwidth=1082&photoreference=CmRaAAAArvHeDtm0F9Hkp1g6YaiizZJR9ZpO8ZyltdJvP8kO6C9_HZjoY0s1zO5-_SKFJuQ2yXz_dMyiOeuU-fMFU63ABtGIghotOLM1rs-x9tN9cHm7jCespQRAzlz4Z9M9BSkIEhD3mqxhE9ZTM3sOgnWEXsxXGhR82eUbdxUjPSCKNaJ4Phvstx0_cQ&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,40.724399," /AUTHOR: Patrik Hobbes /RATING: 4 /TEXT: The staff was wonderful and helpful. The room had amazing views as promised. he decor and vibe of the place was laid back and funky without being too try hard. It was actually a pretty big room by NYC standards.   The choice of food for room service was pretty limited. The weird half carpet / half hard floor in our room wasn't very comfy - it would have been nicer to step out of bed onto a soft floor. /AUTHOR: Pamela Chen /RATING: 4 /TEXT: Iconic views, clean and bright design. The best part is the friendly and experienced staff. I accidentally left my prescription sunglasses here and they safely held onto them until I was back again to pick them up on my next trip. What could have been seen as an annoying inconvenience they handled with grace and style. /AUTHOR: Gerry Byrne /RATING: 5 /TEXT: This is among my go to places for an excellent and exciting cocktail in a comfortable but upbeat and trendy setting. Mixologists not bartenders apply their trade here.  You're in good hands here. Extremely professional and talented. Music is not overbearing and adds to the mood. Duck on it and enjoy. /AUTHOR: Alex Trimpe /RATING: 5 /TEXT: The room was spotless. Great views of the street below, but not really much view of the city (was in the middleish on the 4th floor). Excellent service, and got a free upgrade to a suite as well. Fully stocked minibar, but beware, most items are VERY expensive of course. The Cafe bar below is incredible, and the bar next door was great too. Overall highly recommend it, just remember you're still in NYC so the rooms will be small compared to say, a Marriott upstate or something. If you can, try waiting til day of to book your room. It's very risky obviously, but the rate is much cheaper. Or try getting that free upgrade! :) /AUTHOR: Mark Smith /RATING: 5 /TEXT: Martin, the manager, was awesome at making it a social occasion for my fiance's birthday. I also love the flexible check in and check out times. The room is small, but the area is great and completely walkable. My only gripe was the poor service in the Winter Garden, but I just think the staff was understaffed. All in all, great place to stay.",Manhattan,4.4,,Community Garden,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']"
