Name,rating,num_ratings,zip,uid,address,boro,reviews,lat,website,long,photo,hours,type
Mariners Harbor Playground,3.8,29,10303,83394,Harbor Road,Staten+Island, /AUTHOR: Hilda Adeniji /RATING: 4 /TEXT: Great park! Just needs some TLC until the NYC Parks Capital project kicks in. /AUTHOR: Erik Martinez /RATING: 5 /TEXT: Diffrent /AUTHOR: Ms. Ray Lee Tellefsen /RATING: 3 /TEXT: Like the remodeling but should have rebuilt the pool as well 😢 /AUTHOR: Shawnte Harris /RATING: 4 /TEXT: I take my niece and nephew's to this park....It is pretty nice /AUTHOR: Yaser Abbasi /RATING: 2 /TEXT: Always has bunch of people smoking weed. Not a good park for kids,40.636564,http://www.nycgovparks.org/parks/mariners-harbor-playground,-74.160471,https://maps.googleapis.com/maps/api/place/photo?maxwidth=1080&photoreference=CmRaAAAASevGVqf-NdQpq92j84AzLbS_KpwWDsyu9adMYY8hg3QADv_Qk6tobSFV_g9siygom8AyfVqOVsHKn-5Lu7azbl8a7G5fSnqU8ORUQGm-oYhYUi11tpD8lbfnvHPEGw1WEhCujRfk0_d6vebG4g9TrChwGhS_RNwM6k-7V4M43CBbcVPOSE9yag&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,"['Monday: 6:00 AM – 9:00 PM', 'Tuesday: 6:00 AM – 9:00 PM', 'Wednesday: 6:00 AM – 9:00 PM', 'Thursday: 6:00 AM – 9:00 PM', 'Friday: 6:00 AM – 9:00 PM', 'Saturday: 6:00 AM – 9:00 PM', 'Sunday: 6:00 AM – 9:00 PM']",Neighborhood Park
Vernon Tandt Block Association,0,0,11206,73239,198 Vernon Avenue,Brooklyn,None Available,40.694991,None Available,-73.943945,None Available,unknown,Garden
Breininger Park,4.4,86,11426,113942,239-12 Braddock Avenue,Queens," /AUTHOR: Manny Akim /RATING: 5 /TEXT: Best park, been going for a long while.  Great handball competition and a great bunch of guys.  Good for kids as well /AUTHOR: DaDerpPlayer 41 /RATING: 5 /TEXT: Big large space /AUTHOR: John Healy /RATING: 5 /TEXT: I watched some really great handball matches this past Saturday afternoon. There was a tournament that attracted some of the best handball players in the New York area /AUTHOR: J Santiago /RATING: 5 /TEXT: Good park to exercise. /AUTHOR: Renel Gedeon /RATING: 5 /TEXT: Fun tons to see and do no matter if problem or amateur people who love park come to breininger  playground",40.726023,https://www.nycgovparks.org/parks/breininger-park/,-73.728897,https://maps.googleapis.com/maps/api/place/photo?maxwidth=3264&photoreference=CmRaAAAAJzCOgDlAcMdyKnx1Z1upyqP7z8Tnw9qyvuxXrCpB5ZlKuyEptNr7tI0FsOW52KTeMgJr5lA19MWSIO9a9KcCH6JU1LShuNWngXYQXEPSEwSb_ru66uwLW0T67XFHhnVPEhDWL90DQr_3BS7H0nAZyeYtGhS6ZwLvHef_cAkwJ-QKL_MjNXLQUQ&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,"['Monday: 6:00 AM – 9:00 PM', 'Tuesday: 6:00 AM – 9:00 PM', 'Wednesday: 6:00 AM – 9:00 PM', 'Thursday: 6:00 AM – 9:00 PM', 'Friday: 6:00 AM – 9:00 PM', 'Saturday: 6:00 AM – 9:00 PM', 'Sunday: 6:00 AM – 9:00 PM']",Neighborhood Park
West Farms/Vidalia Park,4.1,82,10460,156722,2080 Daly Avenue,Bronx," /AUTHOR: Ashley Rodriguez /RATING: 5 /TEXT: Nice park to go to as long as you go before the school age kids get out you won't have no problems /AUTHOR: William Ruiz /RATING: 3 /TEXT: It's an okay park. It fits the community, not very well maintained. It does have full swing sets both for older and very young kids. The big grass area is nice but people ruin it by not picking up after their dogs and also broken glass. /AUTHOR: Ashley ruemmeley /RATING: 4 /TEXT: It's a big park. Theres picnic tables, basketball courts, chess/checkers table, walking path, playground and swings for younger and older kids, sprinklers and a small lawn. Unfortunately theres a few inconsiderate dog owners who don't pick up after their dog, causing the lawn area to be useless for lounging around or using as a picnic area. Theres a restroom, but at times its closed or not meant to be utilized. /AUTHOR: Marie Dessalines /RATING: 4 /TEXT: Fun and safe park for the little ones, bathroom is fully operational as well as the sprinklers, even the swing look safe and again the kids love it. It also has basketball court seating for those who just want sit back and enjoy the view, no dogs allowed though, which is quite sad because a lovely walking path readily available for anyone else not engaging in the other activities. /AUTHOR: mylady amor /RATING: 2 /TEXT: The park is dirty, seems like no one takes care or cleans it a bit",40.843906,https://www.nycgovparks.org/parks/vidalia-park/,-73.88185,https://maps.googleapis.com/maps/api/place/photo?maxwidth=5312&photoreference=CmRaAAAA5nNeHb5y0WPysxhyM05sX9B8vED9WbmMJ08Qc3zkujCL6PX5gMxLIYCiIvpGKg3d0DEvEcbW4SkV2Z5kLyxUmsvUmB5wDW4QF3bEpQLmQgSaCRFvhd5Mkzm5-daO_L7_EhCJ0jIDaqrgwICkklsd5AN_GhQG1O-S5c7_QFldbf9qKXTJMpVNWQ&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,"['Monday: 7:00 AM – 9:00 PM', 'Tuesday: 7:00 AM – 9:00 PM', 'Wednesday: 7:00 AM – 9:00 PM', 'Thursday: 7:00 AM – 9:00 PM', 'Friday: 7:00 AM – 9:00 PM', 'Saturday: 7:00 AM – 9:00 PM', 'Sunday: 7:00 AM – 9:00 PM']",Park
Pier 86- Intrepid,4.6,17689,10036,155912,West 46 Street,Manhattan," /AUTHOR: Richard Giles /RATING: 5 /TEXT: Great way to spend half a day. Lots of exhibits inside the aircraft carrier as well as lots to see outside. So many highlights from seeing Blackbird (Lockheed SR71), Space shuttle, Concorde to name but a few. One of the highlights was speaking firsthand with one of the veterans who served on the ship during one of its many journeys. Highly recommended. There are a few steep staircases if you want to head up to the bridge, but otherwise access is very well catered for throughout the ship. /AUTHOR: George Furst /RATING: 5 /TEXT: I visited this Air and Space Museum while visiting the New York area in November. It is located along the Hudson River and well worth visiting. They have an impressive group of military equipment including an aircraft carrier and post World War Two submarine. There are also a number of airplanes and helicopters on the deck of the aircraft carrier. If you have never been on an aircraft carrier this is you chance to learn how large this key to winning of World War Two was. It is an impressive city on the water that contains thousands of sailors and was very important during the Cold War and is still very important. The fee to see this museum is reasonable and if you are a veteran, there is no fee. I would recommend that you spend at least three hours during your visit as there is so much to see. This included a visit to the inside of the submarine and also the interior of the aircraft carrier. There are also guides that will explain about each of the areas you visit on the aircraft carrier. Also the submarine has excellent diagrams about the history of this important navy ship and explain how they were able to save it from the scrap yard and bring it from the west coast near Seattle to its final resting place here in New York City. I can not recommend a visit to this museum enough. As an American we have all paid for each of these military items and they are one of the reasons that we are a great country and survive in a world full of challenges for a democracy. /AUTHOR: Johnny bravo 2777 /RATING: 5 /TEXT: American history at it's best. A wonderful variety of planes and history of the intrepid and the submarine.  Great place to have a fun outing for adults & kids. Its a little pricey but well worth the experience.  The grounds are clean & a lot of security to feel safe. Definitely bring some snacks for the kids. /AUTHOR: Sena Hermiz /RATING: 5 /TEXT: This was an awesome museum! My son is a huge aviation buff so he loved it. The tour of the Concorde was definitely the highlight of the visit. They had a drone exhibit when we were there that was really cool too, makes you think of what the future holds. I would definitely recommend visiting. /AUTHOR: Mateus Ribeiro /RATING: 5 /TEXT: Very cool place, nice location and easy access. A great spot for enthusiasts. They feature an extensive collection of military aircraft and equipment. Most areas of the carrier are accessible and there's also a submarine and a Concorde for you to visit.  The space shuttle enterprise has its own pavilion, a huge exhibit dedicated to space travel and the shuttle program. Worth a visit when in NYC.",40.765132,http://www.intrepidmuseum.org/,-74.000661,https://maps.googleapis.com/maps/api/place/photo?maxwidth=510&photoreference=CmRaAAAAPF-5BzBuxiW2Q-HVLLXONWPXOKEgkqa9_iY3w19koO7uoOsZt1_B8GzffogMCUTmIUp0D1zI5Q1yYoLWwhg5xKj6IQRYjcP1WOh2f8zvENocvMlIwh_4xjhGdSfD8y7VEhDB3lUFN2F5TFUBgaUp-iudGhRCt95duqfEM0IkItCqw0_CGXXJYA&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,"['Monday: 10:00 AM – 5:00 PM', 'Tuesday: 10:00 AM – 5:00 PM', 'Wednesday: 10:00 AM – 5:00 PM', 'Thursday: 10:00 AM – 5:00 PM', 'Friday: 10:00 AM – 5:00 PM', 'Saturday: 10:00 AM – 5:00 PM', 'Sunday: 10:00 AM – 5:00 PM']",Park
Hull Street Garden,0,0,11233,84964,227 Hull Street,Brooklyn,None Available,40.680144,None Available,-73.907654,None Available,unknown,Garden
Maurice Muller Park,3.6,19,10468,51416,East Fordham Road,Bronx," /AUTHOR: Nohab Umah /RATING: 5 /TEXT: One of my favorite spots to sit and relax. The Muller park has chairs to relax I like to sit for a while usually have a coffee after across the street since they have many restaurants around. /AUTHOR: Renee Williams /RATING: 2 /TEXT: The parking there is so terrible. The car traffic and people traffic is overwhelming.  Fordham has a lot of stores and much to offer for many but I just can't do it. I don't frequent the area as much because it is such a hassle to find parking. I'd much rather go across the bridge to New Jersey to shop. /AUTHOR: Mitch Pomerance /RATING: 3 /TEXT: Dont remember much of the visit /AUTHOR: Sefam Aspinall /RATING: 1 /TEXT: Public park with too many drunks, homeless persons  and religious sermons. /AUTHOR: Henry Isaac /RATING: 1 /TEXT: Nothing of interest",40.862503,https://www.nycgovparks.org/parks/muller-triangle/,-73.898129,https://maps.googleapis.com/maps/api/place/photo?maxwidth=1024&photoreference=CmRaAAAAB7vtkesVpYO1UCMFxnY6oACaXETMHpw_C8aRaXNdGM0imI_fxHFENninf2ZBeLchDkSms3obsc_yvCGOfOF1Md6m9l6iPyKHGpZTkdbiv8PkjK0clDXa19ZMN0Oz6PMSEhBxcVOEnxRZjvEL2-piyiPzGhRDMO7-2Fn_bm66JVmZvT18U4qkUg&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",Park
Beach Street Park/Tribeca Park,4.4,108,10013,160913,256 West Broadway,Manhattan, /AUTHOR: Jose Gonzalez /RATING: 3 /TEXT: Small but cute sitting area in the middle of the hustle and bustle /AUTHOR: Chris A /RATING: 5 /TEXT: Nice little quiet park to sit and relax. Sometimes I like to walk here to sit and just listen to music while I watch the traffic. /AUTHOR: Jeffrey K /RATING: 5 /TEXT: Nice place on a warm afternoon. /AUTHOR: jamil blackmon /RATING: 4 /TEXT: Nice place to eat lunch. /AUTHOR: Joseph Weiss /RATING: 5 /TEXT: Nice little place to chill!,40.720247,https://www.nycgovparks.org/parks/tribeca-park/,-74.005776,https://maps.googleapis.com/maps/api/place/photo?maxwidth=3906&photoreference=CmRaAAAAHBK-a5xp1by-Eb4dMZ9jL0-mIihRZ-Tsze_dtN4CzAWHy34-31X7aL2OcsQSoONjJHuML9LpnkDLUdVyAFSlQk8MKKUIqfsXWp-U_QouYgJ3RdbVA4dMsr2fV2oU2kDyEhC-lyOmIb_WBrZZ6J0_w1fGGhTJSW8vl5EpxU7byyVdl__gnpfy6Q&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,"['Monday: 6:00 AM – 1:00 AM', 'Tuesday: 6:00 AM – 1:00 AM', 'Wednesday: 6:00 AM – 1:00 AM', 'Thursday: 6:00 AM – 1:00 AM', 'Friday: 6:00 AM – 1:00 AM', 'Saturday: 6:00 AM – 1:00 AM', 'Sunday: 6:00 AM – 1:00 AM']",Park
Huguenot Ponds Park,4.1,13,10312,117727,Comely Street,Staten+Island," /AUTHOR: Thomas Reen /RATING: 4 /TEXT: Pleasant area to go for a walk. /AUTHOR: Lou Apuzzio /RATING: 5 /TEXT: Good place for the kids /AUTHOR: Karen Harrison /RATING: 5 /TEXT: I,d like to visit this park with my family this summer. /AUTHOR: Gwen Actions /RATING: 5 /TEXT: Very beautiful  /AUTHOR: Scott Nicholls /RATING: 3 /TEXT: Just a pond.",40.530166,https://www.nycgovparks.org/parks/huguenot-ponds-park/,-74.189012,https://maps.googleapis.com/maps/api/place/photo?maxwidth=2306&photoreference=CmRaAAAA8z9pDDo-O5EA4SIyA9mqWTyEFIwtpjjW1ztITC5hDxc1qjwbBozVugHaprSON7xCOByXnA98Jj6iAYBIdtLmRlU6VFRkbcX4kdvy9XJB5Z59Wb7uSGTS27juT7QRTEmVEhAxRT4rY8KGVb-1FvKQohdvGhQ2mkdkHoAQuHBMwdIfLrr3FXPESw&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,unknown,Park
Big Bush Playground,4.1,176,11377,164152,,Queens," /AUTHOR: Aysha GreenMalcok /RATING: 5 /TEXT: I love it because I live right across the street from it /AUTHOR: Joe Green /RATING: 5 /TEXT: Great spot. Clean and secured. Gets a bit loud at night but security is always there. Go and enjoy while the weather is the perfect season. /AUTHOR: Donyelle Williams /RATING: 3 /TEXT: Bums come and set up camp here in the back corners. The new addition to the park is very nice though. I wonder how long it'll stay like that. Splash pad for the kids. /AUTHOR: Soccer Training with Coach Ceez /RATING: 3 /TEXT: I have been coming to this park for 5 years to do my soccer sessions and play pickup soccer games.  Unfortunately the ""turf"" itself is very hard in terms of when a player aged 6 falls on his knees, ending up scraping it. Sometimes with blood in it.  In my opinion the turf must be changed to an astro turf more soft.  Also there is rocks around, a portablr bathroom is located in the back of the field.  Bums sleep near, which causes bad odor and garbage.  This is a good park for basketball, handball but soccer. Only the field needs to be changed.  Lastly weed odor is horrible...  Strict rules and repairment of the field for the community. /AUTHOR: ENGIN MALCOK /RATING: 4 /TEXT: Park has renovated and secured well.  Stadium is good for soccer,practice,basketball,handball,and after school games .",40.739608,https://www.nycgovparks.org/parks/big-bush-park,-73.902628,https://maps.googleapis.com/maps/api/place/photo?maxwidth=2700&photoreference=CmRaAAAA__8rre7BhB7E8Z-UPygTEGRyVeRRdvNxQVAZKZhXMATPIRigxXyIHR66K4EbEA1WGFZL6jA9Uwk0IRmHZQV8wKRCl8Q0cCgCNEUewHiSXF8VA0eBM8dfldrUeNm9elODEhD9lpy1ZbkcX37vfxx8C95tGhRGRb_6bj11DNBTC-8Ms3FkOlp6NA&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,"['Monday: 6:00 AM – 9:00 PM', 'Tuesday: 6:00 AM – 9:00 PM', 'Wednesday: 6:00 AM – 9:00 PM', 'Thursday: 6:00 AM – 9:00 PM', 'Friday: 6:00 AM – 9:00 PM', 'Saturday: 6:00 AM – 9:00 PM', 'Sunday: 6:00 AM – 9:00 PM']",Community Park
Fishbridge Garden,0,0,10038,81367,Pearl Street,Manhattan,None Available,40.70907,http://www.seaportcoalition.org/fishbridge-park,-74.001377,https://maps.googleapis.com/maps/api/place/photo?maxwidth=4032&photoreference=CmRaAAAARVYKFQnYijJ8HQFT9vfSiqh7H647rNO6GFtmh5GF8ddiZBL2uenyYkQoJ0DGAm4mkD1VO6xORZvzgaEWPH5yhVeP-vaqdaLtb5JYy2EHKSvo9DgLD13MF2japCQMq-IsEhANcK-O52O1aKCQn3wihPkYGhSQS5JlMh8fNj1f0GWixdR2y3zZpA&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,unknown,Garden
Cavala Park,4.5,21,10013,160888,68 Varick Street,Manhattan," /AUTHOR: Eloise Wolfe /RATING: 4 /TEXT: I love Albert Capsouto Park! My favorite place to hike. There are many trails. Depending on what my energy level and endurance is for the day, I decide which trail to take. It always busy with NY peeps and/or tourists. It may be hard to find parking. I recommend going REALLY early or on an evening. /AUTHOR: Aneudi Diaz /RATING: 4 /TEXT: A triangular-shaped park in a busy section of Tribeca. The feature that I found that was most pleasing, was the continuous flow of the water feature. They also have plenty of seating all around. I found it calming to take a breather to sit for a few minutes. /AUTHOR: Aneudi Diaz /RATING: 4 /TEXT: Located on a busy corner near Canal Street, near Tribeca, this is a triangular-shaped park has a water feature at its center. Assuming that you come during the days of warmer temperatures, you'll enjoy the soothing sound of the stream. Plenty of seating all around. /AUTHOR: Brandon LastName /RATING: 3 /TEXT: Next to busy roads, it's the best sitting area nearby, but nothing special /AUTHOR: Pablo Martínez /RATING: 3 /TEXT: Tiny park, not much there, still alright to have a break",40.722026,http://www.nycgovparks.org/parks/capsouto-park,-74.006111,https://maps.googleapis.com/maps/api/place/photo?maxwidth=4896&photoreference=CmRaAAAAZtU710cEEzqVCSyLpQK0L2iH6eyQHVQbnyXvwazeRuhoCQ-457QdnwlEFuNaHhvU7EEqfUNimsmbsnDwjA8DGABYTFZedoFnF1iCpGiH6TtOp3G1V_YskLH9zmrSeHmBEhDW8rqRB40YzskpT_UJjdglGhTvdHIQIeeTZ5iXvIr8wjFI9LKS6Q&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,"['Monday: 7:00 AM – 9:00 PM', 'Tuesday: 7:00 AM – 9:00 PM', 'Wednesday: 7:00 AM – 9:00 PM', 'Thursday: 7:00 AM – 9:00 PM', 'Friday: 7:00 AM – 9:00 PM', 'Saturday: 7:00 AM – 9:00 PM', 'Sunday: 7:00 AM – 9:00 PM']",Park
Police Officer Nicholas Demutiis Park,4.4,95,11417,63857,101-05 101 Street,Queens," /AUTHOR: Talima Amin /RATING: 5 /TEXT: Really good playground but a little small and a lot of bushes and trees.This place is 24 HOURS OPEN. /AUTHOR: Mavis Persaud /RATING: 5 /TEXT: A park for parents to take their children. The kids would love every moment, so much activities, like slides, swing and others. /AUTHOR: Lori Adeniyi /RATING: 4 /TEXT: Nice recently revamped playground for kids. It features a basketball court, a handball court, sprinkler area, big slide and age rated playground equipment with swings. It's a lot better than what was previously on site and a year after reopening, it still looks pretty good and the neighborhood gets lots of great use out of it. /AUTHOR: xX JIIMII Xx /RATING: 5 /TEXT: It was awesome i love the items they put in the park its great utility to use for children play and teens to but my favorite part i did today was handball this is the place to play handball its a good court to play handball in its awesome if you come to this park your going to have a GREAT time. /AUTHOR: Marion Howell /RATING: 5 /TEXT: Great park for small kids. Nice sprinklers",40.681835,https://www.nycgovparks.org/parks/police-officer-nicholas-demutiis-park/,-73.839674,https://maps.googleapis.com/maps/api/place/photo?maxwidth=4032&photoreference=CmRaAAAAVCZCppbXe41t30xd7OCoVl1qHVpeS8KZuA9YgnUZHuH7o6OryzO2BqTZwzGIfYTpJfZxhmYAtmDlMgZnFzV7VGc0nq84cGHTJODaRwp2boCzc_PhTj6H009iSe4OxEbeEhB15wiUES6m2h_qseEHFHQOGhT0b8R7CSQ3ovycLOfjRdFq4w62jw&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",Neighborhood Park
Brooklyn Bears Rockwell Pl Garden,3.8,4,11217,158952,Flatbush Avenue,Brooklyn, /AUTHOR: Ron Janoff /RATING: 5 /TEXT: A wondeful beloved oasis in the heart of the cultural district /AUTHOR: Lissette Santiago /RATING: 2 /TEXT: The place is beautiful /AUTHOR: D_1 & Only /RATING: 3 /TEXT:  /AUTHOR: Matthew Hampel /RATING: 5 /TEXT: ,40.686946,None Available,-73.979264,https://maps.googleapis.com/maps/api/place/photo?maxwidth=4032&photoreference=CmRZAAAA4xzkVEnKbViJVD3Z-k5ld_8-hM4SCVBowI_TiKvjhjVKBQhbrsFoEySGB-5WYVuY0RlPiSdIM1mY8O3Xa8RnVDbmnsqcjcweKp8MMJU-HLS5ZtQPm68eiZldJ83tvFc_EhD45Kh_qknHcxR27V0sypI3GhTE3V0UGG6PrUT_2RqFmHxkAFfW-A&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,unknown,Garden
Farmers Garden,0,0,11233,40755,1901 Bergen Street,Brooklyn,None Available,40.674607,None Available,-73.918219,None Available,unknown,Garden
TLC Sculpture Park,0,0,11207,123973,271 Glenmore Avenue,Brooklyn,None Available,40.672703,None Available,-73.900741,None Available,unknown,Community Garden
Spuyten Duyvil Park,4.5,91,10463,160008,Edsall Avenue,Bronx," /AUTHOR: Caroline Torres /RATING: 4 /TEXT: Very nice toddler park /AUTHOR: R. Drew Davis /RATING: 5 /TEXT: I enjoyed a wedding at a restaurant at the river's edge near Henry Hudson park.  Pleasant views.  Weather cooperated (September).  A great day.  Do take a train ride on the Hudson River Line, even if just for the scenary. /AUTHOR: Enid P. /RATING: 5 /TEXT: Lovely short walk.  The park is split in two parts.  We had to cross the street to see half of the park.  Beautiful greenery. /AUTHOR: Andrew Gardner /RATING: 4 /TEXT: Beautiful, scenic and quiet. Just the road to the bottom of the hill where the park is located is an exciting ride. You will find yourself next to a giant rock cliff as you make your way viewing the under belly of the George Washington bridge. At the bottom are picnic grounds, fishing locations, snack store and bathrooms.  Take the ride. It's a mini adventure any time of the year. The park closes after dark. /AUTHOR: Abel Gonzalez /RATING: 3 /TEXT: small park ,treaky to get there, BM1/2 and more buses go close by..clean and well kep ,good for small event, but need a permit",40.879036,https://www.nycgovparks.org/parks/henry-hudson-park/,-73.92128,https://maps.googleapis.com/maps/api/place/photo?maxwidth=2988&photoreference=CmRaAAAABiq8kIzKArb2oy8SAvzwAlHFGS3eoAWETizm1DwB6bwe8Lzzx0W_KNCCWui3Z-ZPe_S8JckCGleDzP1UC-VS8eFSHWYrE-ItSO94znTs8g5FK3jQ3H582iO1N9NFQpf6EhDbw4rPc4MIRXjMeh67Sz6MGhTJ8iWdW1m-gfKCpwFjhh6tFhsyiA&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,"['Monday: 7:00 AM – 1:00 AM', 'Tuesday: 7:00 AM – 1:00 AM', 'Wednesday: 7:00 AM – 1:00 AM', 'Thursday: 7:00 AM – 1:00 AM', 'Friday: 7:00 AM – 1:00 AM', 'Saturday: 7:00 AM – 1:00 AM', 'Sunday: 7:00 AM – 1:00 AM']",Park
